delivery_id,order_id,courier_partner,shipment_date,delivery_date,delivery_status,delivery_charges,customer_rating,transit_days
7119,7293,Daraz Express (DEX),2026-04-18,,On Time,150,4,
7120,7294,Daraz Express (DEX),2026-04-18,2026-04-19,On Time,150,5,1.0
7121,7295,TCS,2026-04-19,2026-04-23,On Time,150,5,4.0
7122,7296,Daraz Express (DEX),2026-04-18,,On Time,150,4,
7123,7297,Daraz Express (DEX),2026-04-19,2026-04-20,On Time,150,4,1.0
7124,7298,Leopard Courier,2026-04-19,2026-04-30,Delayed,250,1,11.0
7125,7299,Daraz Express (DEX),2026-04-18,2026-04-20,On Time,150,4,2.0
7126,7300,Daraz Express (DEX),2026-04-19,2026-04-20,On Time,150,5,1.0
7127,7301,Daraz Express (DEX),2026-04-18,2026-04-21,On Time,150,5,3.0
7128,7302,Daraz Express (DEX),2026-04-19,2026-04-20,On Time,150,4,1.0
7129,7303,Daraz Express (DEX),2026-04-19,2026-04-20,On Time,150,4,1.0
7130,7304,Daraz Express (DEX),2026-04-20,2026-04-22,On Time,150,4,2.0
7131,7305,Daraz Express (DEX),2026-04-18,2026-04-19,On Time,150,5,1.0
7132,7306,TCS,2026-04-20,2026-04-23,On Time,150,4,3.0
7133,7307,Daraz Express (DEX),2026-04-19,2026-04-21,On Time,150,4,2.0
7134,7308,Daraz Express (DEX),2026-04-19,2026-04-20,On Time,150,4,1.0
7135,7309,TCS,2026-04-19,2026-04-20,On Time,150,5,1.0
7136,7310,Daraz Express (DEX),2026-04-19,2026-04-25,On Time,250,4,6.0
7137,7311,Daraz Express (DEX),2026-04-20,2026-04-23,On Time,150,5,3.0
7138,7312,TCS,2026-04-20,2026-04-21,On Time,150,5,1.0
7139,7313,Daraz Express (DEX),2026-04-19,2026-04-21,On Time,150,4,2.0
7140,7314,Leopard Courier,2026-04-20,2026-04-25,Returned to Sender,150,1,5.0
7141,7315,Daraz Express (DEX),2026-04-19,2026-04-20,On Time,150,4,1.0
7142,7316,Daraz Express (DEX),2026-04-19,2026-04-21,On Time,150,5,2.0
7143,7317,Daraz Express (DEX),2026-04-19,2026-04-21,On Time,150,5,2.0
7144,7318,TCS,2026-04-21,2026-04-24,On Time,150,5,3.0
7145,7320,Daraz Express (DEX),2026-04-21,2026-04-22,On Time,150,4,1.0
7146,7321,TCS,2026-04-20,2026-04-24,On Time,150,4,4.0
7147,7322,Daraz Express (DEX),2026-04-19,2026-04-20,On Time,150,5,1.0
7148,7323,TCS,2026-04-21,2026-04-25,Returned to Sender,150,1,4.0
7149,7324,Daraz Express (DEX),2026-04-20,2026-04-23,On Time,150,5,3.0
7150,7325,TCS,2026-04-21,2026-04-25,On Time,150,5,4.0
7151,7326,Daraz Express (DEX),2026-04-20,2026-04-21,Returned to Sender,150,1,1.0
7152,7327,Leopard Courier,2026-04-19,2026-04-22,On Time,150,4,3.0
7153,7328,TCS,2026-04-21,,On Time,150,4,
7154,7329,Daraz Express (DEX),2026-04-22,2026-04-24,On Time,150,4,2.0
7155,7330,Daraz Express (DEX),2026-04-20,2026-04-21,On Time,150,4,1.0
7156,7331,Daraz Express (DEX),2026-04-22,2026-04-23,On Time,150,4,1.0
7157,7332,Leopard Courier,2026-04-22,2026-04-30,Returned to Sender,250,1,8.0
7158,7333,Daraz Express (DEX),2026-04-21,2026-04-24,On Time,150,5,3.0
7159,7334,TCS,2026-04-20,2026-04-23,Returned to Sender,150,1,3.0
7160,7335,Daraz Express (DEX),2026-04-20,2026-04-21,Returned to Sender,150,1,1.0
7161,7336,Daraz Express (DEX),2026-04-20,2026-04-22,On Time,150,4,2.0
7162,7337,TCS,2026-04-22,2026-04-25,On Time,150,3,3.0
7163,7338,Daraz Express (DEX),2026-04-20,2026-04-23,On Time,150,5,3.0
7164,7339,TCS,2026-04-22,2026-04-23,Returned to Sender,150,2,1.0
7165,7340,TCS,2026-04-21,2026-04-27,On Time,250,4,6.0
7166,7341,TCS,2026-04-20,,On Time,150,4,
7167,7342,Daraz Express (DEX),2026-04-20,2026-04-21,On Time,150,4,1.0
7168,7343,Daraz Express (DEX),2026-04-22,2026-04-23,On Time,150,4,1.0
7169,7344,Daraz Express (DEX),2026-04-22,2026-04-23,On Time,150,3,1.0
7170,7345,Daraz Express (DEX),2026-04-22,2026-04-23,On Time,150,5,1.0
7171,7346,Daraz Express (DEX),2026-04-22,2026-04-24,Returned to Sender,150,1,2.0
7172,7347,Daraz Express (DEX),2026-04-20,2026-04-21,On Time,150,4,1.0
7173,7348,Daraz Express (DEX),2026-04-21,2026-04-24,On Time,150,4,3.0
7174,7349,Daraz Express (DEX),2026-04-22,2026-04-23,On Time,150,3,1.0
7175,7350,Daraz Express (DEX),2026-04-23,2026-04-24,On Time,150,4,1.0
7176,7351,TCS,2026-04-21,2026-04-23,On Time,150,4,2.0
7177,7352,Daraz Express (DEX),2026-04-23,2026-04-25,On Time,150,4,2.0
7178,7353,Daraz Express (DEX),2026-04-23,2026-04-24,On Time,150,3,1.0
7179,7354,Leopard Courier,2026-04-21,2026-04-30,Delayed,250,2,9.0
7180,7355,Leopard Courier,2026-04-21,2026-04-25,On Time,150,4,4.0
7181,7356,Daraz Express (DEX),2026-04-23,2026-04-24,On Time,150,4,1.0
7182,7357,Daraz Express (DEX),2026-04-21,2026-04-24,On Time,150,4,3.0
7183,7358,Leopard Courier,2026-04-22,2026-04-24,On Time,150,5,2.0
7184,7359,TCS,2026-04-22,2026-04-23,On Time,150,4,1.0
7185,7360,Daraz Express (DEX),2026-04-22,2026-04-24,On Time,150,5,2.0
7186,7361,Daraz Express (DEX),2026-04-22,2026-04-25,Returned to Sender,150,1,3.0
7187,7362,Daraz Express (DEX),2026-04-23,2026-04-26,On Time,150,4,3.0
7188,7363,TCS,2026-04-23,2026-04-25,On Time,150,5,2.0
7189,7364,Leopard Courier,2026-04-23,2026-04-26,On Time,150,5,3.0
7190,7365,Leopard Courier,2026-04-21,2026-04-25,On Time,150,3,4.0
7191,7366,Daraz Express (DEX),2026-04-22,2026-04-24,On Time,150,5,2.0
7192,7367,TCS,2026-04-24,2026-04-28,On Time,150,4,4.0
7193,7368,Daraz Express (DEX),2026-04-24,2026-04-26,On Time,150,4,2.0
7194,7369,Leopard Courier,2026-04-24,2026-04-27,On Time,150,4,3.0
7195,7370,Daraz Express (DEX),2026-04-22,2026-04-25,On Time,150,4,3.0
7196,7371,Daraz Express (DEX),2026-04-24,2026-04-26,On Time,150,4,2.0
7197,7372,Leopard Courier,2026-04-23,2026-04-26,On Time,150,4,3.0
7198,7373,TCS,2026-04-22,2026-04-25,On Time,150,4,3.0
7199,7374,Leopard Courier,2026-04-23,2026-04-26,On Time,150,4,3.0
7200,7375,Leopard Courier,2026-04-23,2026-04-29,On Time,250,4,6.0
7201,7376,Daraz Express (DEX),2026-04-23,2026-04-26,On Time,150,5,3.0
7202,7377,Leopard Courier,2026-04-22,2026-04-24,On Time,150,4,2.0
7203,7378,Daraz Express (DEX),2026-04-22,2026-04-23,On Time,150,4,1.0
7204,7379,TCS,2026-04-23,2026-04-25,On Time,150,4,2.0
7205,7380,Daraz Express (DEX),2026-04-24,2026-04-25,On Time,150,4,1.0
7206,7381,Daraz Express (DEX),2026-04-23,2026-04-24,On Time,150,4,1.0
7207,7382,TCS,2026-04-23,2026-04-26,On Time,150,4,3.0
7208,7383,Daraz Express (DEX),2026-04-25,2026-04-28,On Time,150,4,3.0
7209,7384,Daraz Express (DEX),2026-04-25,2026-04-26,On Time,150,4,1.0
7210,7385,Daraz Express (DEX),2026-04-25,2026-04-26,On Time,150,4,1.0
7211,7386,TCS,2026-04-25,2026-04-27,Returned to Sender,150,2,2.0
7212,7387,TCS,2026-04-23,2026-04-25,On Time,150,4,2.0
7213,7388,Daraz Express (DEX),2026-04-25,2026-04-26,On Time,150,4,1.0
7214,7389,TCS,2026-04-25,2026-05-02,On Time,250,4,7.0
7215,7390,Daraz Express (DEX),2026-04-23,2026-04-25,On Time,150,4,2.0
7216,7391,Leopard Courier,2026-04-24,2026-04-29,Delayed,150,2,5.0
7217,7392,TCS,2026-04-25,2026-04-29,Returned to Sender,150,1,4.0
7218,7393,Leopard Courier,2026-04-24,2026-05-03,Returned to Sender,250,2,9.0
7219,7394,TCS,2026-04-23,,On Time,150,5,
7220,7395,Daraz Express (DEX),2026-04-25,2026-04-28,On Time,150,5,3.0
7221,7396,Daraz Express (DEX),2026-04-23,2026-04-24,On Time,150,5,1.0
7222,7397,Leopard Courier,2026-04-23,2026-04-26,On Time,150,4,3.0
7223,7398,Daraz Express (DEX),2026-04-24,2026-04-25,On Time,150,4,1.0
7224,7399,Daraz Express (DEX),2026-04-24,2026-04-26,On Time,150,5,2.0
7225,7400,Daraz Express (DEX),2026-04-26,2026-04-27,On Time,150,3,1.0
7226,7401,Daraz Express (DEX),2026-04-26,2026-04-27,On Time,150,4,1.0
7227,7402,Daraz Express (DEX),2026-04-26,2026-04-28,On Time,150,4,2.0
7228,7403,Daraz Express (DEX),2026-04-24,2026-04-26,On Time,150,3,2.0
7229,7404,TCS,2026-04-26,2026-04-30,On Time,150,4,4.0
7230,7405,TCS,2026-04-26,2026-04-27,Returned to Sender,150,1,1.0
7231,7406,Daraz Express (DEX),2026-04-24,2026-04-25,On Time,150,3,1.0
7232,7407,Daraz Express (DEX),2026-04-26,2026-04-28,On Time,150,4,2.0
7233,7408,Daraz Express (DEX),2026-04-26,2026-04-27,On Time,150,4,1.0
7234,7409,Daraz Express (DEX),2026-04-24,2026-04-26,On Time,150,5,2.0
7235,7410,Daraz Express (DEX),2026-04-24,2026-04-25,On Time,150,4,1.0
7236,7411,Daraz Express (DEX),2026-04-25,2026-04-26,On Time,150,3,1.0
7237,7412,Daraz Express (DEX),2026-04-25,2026-04-28,On Time,150,4,3.0
7238,7413,Daraz Express (DEX),2026-04-25,2026-04-26,Returned to Sender,150,2,1.0
7239,7414,Daraz Express (DEX),2026-04-24,2026-04-26,On Time,150,5,2.0
7240,7415,Leopard Courier,2026-04-25,2026-04-27,On Time,150,5,2.0
7241,7416,TCS,2026-04-26,2026-04-27,Returned to Sender,150,1,1.0
7242,7417,Daraz Express (DEX),2026-04-25,2026-04-27,On Time,150,5,2.0
7243,7418,TCS,2026-04-25,2026-04-27,On Time,150,5,2.0
7244,7419,Daraz Express (DEX),2026-04-27,2026-04-30,On Time,150,4,3.0
7245,7420,TCS,2026-04-26,2026-04-27,On Time,150,4,1.0
7246,7421,TCS,2026-04-26,2026-04-30,On Time,150,4,4.0
7247,7422,Daraz Express (DEX),2026-04-27,2026-04-28,On Time,150,4,1.0
7248,7423,Leopard Courier,2026-04-26,2026-05-01,Delayed,150,4,5.0
7249,7424,TCS,2026-04-25,2026-04-28,On Time,150,4,3.0
7250,7425,Daraz Express (DEX),2026-04-26,2026-04-28,On Time,150,5,2.0
7251,7426,Daraz Express (DEX),2026-04-27,2026-04-28,On Time,150,3,1.0
7252,7427,Daraz Express (DEX),2026-04-25,2026-04-28,On Time,150,4,3.0
7253,7428,TCS,2026-04-27,2026-05-01,On Time,150,5,4.0
7254,7429,Daraz Express (DEX),2026-04-25,2026-04-26,On Time,150,4,1.0
7255,7430,Daraz Express (DEX),2026-04-27,2026-04-28,On Time,150,4,1.0
7256,7431,Leopard Courier,2026-04-27,2026-04-29,Returned to Sender,150,1,2.0
7257,7432,TCS,2026-04-27,2026-04-29,On Time,150,4,2.0
7258,7433,Daraz Express (DEX),2026-04-25,2026-04-26,On Time,150,4,1.0
7259,7434,Daraz Express (DEX),2026-04-26,2026-04-29,Returned to Sender,250,1,3.0
7260,7435,Leopard Courier,2026-04-27,2026-05-05,Returned to Sender,250,2,8.0
7261,7436,Leopard Courier,2026-04-26,2026-04-30,On Time,150,4,4.0
7262,7437,TCS,2026-04-27,2026-04-30,On Time,150,4,3.0
7263,7438,TCS,2026-04-25,2026-04-28,On Time,150,4,3.0
7264,7439,TCS,2026-04-25,2026-04-28,On Time,150,4,3.0
7265,7440,Leopard Courier,2026-04-25,2026-04-30,On Time,250,4,5.0
7266,7441,Daraz Express (DEX),2026-04-25,2026-04-26,On Time,150,4,1.0
7267,7442,Daraz Express (DEX),2026-04-25,2026-04-26,On Time,150,5,1.0
7268,7443,Daraz Express (DEX),2026-04-26,2026-04-27,On Time,150,4,1.0
7269,7444,TCS,2026-04-26,2026-04-27,On Time,150,4,1.0
7270,7445,Daraz Express (DEX),2026-04-25,2026-04-28,On Time,150,5,3.0
7271,7446,Daraz Express (DEX),2026-04-26,2026-04-29,On Time,150,5,3.0
7272,7447,TCS,2026-04-26,2026-04-29,On Time,150,4,3.0
7273,7448,Daraz Express (DEX),2026-04-27,2026-04-29,On Time,150,5,2.0
7274,7449,TCS,2026-04-26,2026-04-29,On Time,150,4,3.0
7275,7450,Daraz Express (DEX),2026-04-27,2026-04-28,On Time,150,4,1.0
7276,7451,TCS,2026-04-28,2026-05-02,On Time,150,4,4.0
7277,7452,Daraz Express (DEX),2026-04-26,2026-05-05,Delayed,250,1,9.0
7278,7453,Leopard Courier,2026-04-28,2026-05-04,Returned to Sender,250,2,6.0
7279,7454,Daraz Express (DEX),2026-04-27,2026-04-30,On Time,150,4,3.0
7280,7455,Daraz Express (DEX),2026-04-26,2026-04-27,On Time,150,3,1.0
7281,7456,Daraz Express (DEX),2026-04-27,2026-04-30,On Time,150,3,3.0
7282,7457,Daraz Express (DEX),2026-04-26,2026-04-27,On Time,150,4,1.0
7283,7458,Daraz Express (DEX),2026-04-27,2026-04-29,On Time,150,4,2.0
7284,7459,Leopard Courier,2026-04-26,2026-04-29,On Time,150,4,3.0
7285,7460,Leopard Courier,2026-04-27,2026-04-29,On Time,150,4,2.0
7286,7461,Daraz Express (DEX),2026-04-27,2026-04-29,On Time,150,4,2.0
7287,7462,Leopard Courier,2026-04-27,2026-05-06,Delayed,250,1,9.0
7288,7463,Daraz Express (DEX),2026-04-26,2026-04-28,On Time,150,4,2.0
7289,7464,TCS,2026-04-28,2026-05-01,On Time,150,5,3.0
7290,7465,Daraz Express (DEX),2026-04-27,2026-04-28,On Time,150,4,1.0
7291,7466,Daraz Express (DEX),2026-04-28,2026-04-30,On Time,150,4,2.0
7292,7467,Daraz Express (DEX),2026-04-26,2026-04-28,On Time,150,5,2.0
7293,7468,TCS,2026-04-27,2026-05-01,On Time,150,4,4.0
7294,7469,Daraz Express (DEX),2026-04-28,2026-04-30,On Time,150,5,2.0
7295,7470,Daraz Express (DEX),2026-04-26,2026-04-27,On Time,150,4,1.0
7296,7471,Daraz Express (DEX),2026-04-28,2026-05-01,On Time,150,5,3.0
7297,7472,Daraz Express (DEX),2026-04-28,2026-05-01,On Time,150,5,3.0
7298,7473,Daraz Express (DEX),2026-04-28,2026-04-29,On Time,150,4,1.0
7299,7474,Leopard Courier,2026-04-28,2026-05-04,On Time,250,5,6.0
7300,7475,Daraz Express (DEX),2026-04-28,2026-04-29,On Time,150,4,1.0
7301,7476,Daraz Express (DEX),2026-04-28,2026-04-29,On Time,150,4,1.0
7302,7477,Daraz Express (DEX),2026-04-29,2026-05-02,Returned to Sender,150,2,3.0
7303,7478,Daraz Express (DEX),2026-04-28,2026-04-29,On Time,150,3,1.0
7304,7479,TCS,2026-04-27,2026-04-28,On Time,150,4,1.0
7305,7480,Daraz Express (DEX),2026-04-29,2026-04-30,On Time,150,5,1.0
7306,7481,Daraz Express (DEX),2026-04-29,2026-04-30,On Time,150,4,1.0
7307,7482,Daraz Express (DEX),2026-04-27,2026-04-28,On Time,150,4,1.0
7308,7483,TCS,2026-04-29,2026-05-03,On Time,150,4,4.0
7309,7484,Daraz Express (DEX),2026-04-28,2026-04-29,On Time,150,5,1.0
7310,7485,Daraz Express (DEX),2026-04-27,,On Time,150,5,
7311,7486,Daraz Express (DEX),2026-04-27,2026-04-28,On Time,150,3,1.0
7312,7487,Daraz Express (DEX),2026-04-29,2026-05-02,On Time,150,5,3.0
7313,7488,Daraz Express (DEX),2026-04-29,2026-04-30,On Time,150,4,1.0
7314,7489,TCS,2026-04-28,2026-04-30,On Time,150,4,2.0
7315,7490,Leopard Courier,2026-04-29,2026-05-02,On Time,150,4,3.0
7316,7491,Daraz Express (DEX),2026-04-27,2026-05-04,On Time,250,5,7.0
7317,7492,Leopard Courier,2026-04-30,2026-05-03,On Time,150,5,3.0
7318,7493,TCS,2026-04-30,2026-05-01,On Time,150,4,1.0
7319,7494,Daraz Express (DEX),2026-04-30,2026-05-01,On Time,150,5,1.0
7320,7495,Daraz Express (DEX),2026-04-29,2026-05-01,On Time,150,4,2.0
7321,7496,Daraz Express (DEX),2026-04-30,2026-05-07,On Time,250,4,7.0
7322,7497,TCS,2026-04-28,2026-04-29,On Time,150,4,1.0
7323,7498,Daraz Express (DEX),2026-04-29,2026-05-01,On Time,150,4,2.0
7324,7499,Leopard Courier,2026-04-29,2026-05-01,On Time,150,5,2.0
7325,7500,Daraz Express (DEX),2026-04-28,2026-05-01,Returned to Sender,150,1,3.0
7326,7501,Leopard Courier,2026-04-29,2026-05-04,Returned to Sender,150,1,5.0
7327,7502,TCS,2026-04-28,,On Time,150,4,
7328,7503,Daraz Express (DEX),2026-04-30,2026-05-02,On Time,150,5,2.0
7329,7504,Daraz Express (DEX),2026-04-29,2026-05-01,On Time,150,4,2.0
7330,7505,TCS,2026-04-30,2026-05-04,On Time,150,4,4.0
7331,7506,TCS,2026-04-29,2026-04-30,On Time,150,4,1.0
7332,7507,Daraz Express (DEX),2026-04-30,2026-05-03,On Time,150,4,3.0
7333,7508,Daraz Express (DEX),2026-04-30,2026-05-01,On Time,150,4,1.0
7334,7509,Daraz Express (DEX),2026-04-29,2026-05-01,On Time,150,5,2.0
7335,7510,Leopard Courier,2026-04-30,2026-05-08,Returned to Sender,250,2,8.0
7336,7511,Leopard Courier,2026-04-30,2026-05-06,Returned to Sender,250,2,6.0
7337,7512,TCS,2026-04-29,2026-05-05,On Time,250,3,6.0
7338,7513,Daraz Express (DEX),2026-04-29,2026-04-30,Returned to Sender,150,1,1.0
7339,7514,TCS,2026-04-30,2026-05-03,On Time,150,4,3.0
7340,7515,Daraz Express (DEX),2026-04-29,2026-04-30,On Time,150,3,1.0
7341,7516,Daraz Express (DEX),2026-04-29,2026-04-30,On Time,150,5,1.0
7342,7517,Daraz Express (DEX),2026-04-30,2026-05-01,On Time,150,4,1.0
7343,7518,TCS,2026-04-29,2026-05-01,On Time,150,4,2.0
7344,7519,Daraz Express (DEX),2026-04-29,2026-05-01,On Time,150,4,2.0
7345,7520,Daraz Express (DEX),2026-04-29,2026-04-30,On Time,150,4,1.0
7346,7521,Daraz Express (DEX),2026-04-29,2026-04-30,On Time,150,4,1.0
7347,7522,Daraz Express (DEX),2026-04-30,2026-05-02,On Time,150,5,2.0
7348,7523,Daraz Express (DEX),2026-04-29,2026-04-30,Returned to Sender,150,2,1.0
7349,7524,TCS,2026-04-29,2026-04-30,On Time,150,5,1.0
7350,7525,Daraz Express (DEX),2026-04-30,2026-05-03,On Time,150,4,3.0
7351,7526,Leopard Courier,2026-05-01,,On Time,150,5,
7352,7527,Daraz Express (DEX),2026-05-01,2026-05-03,Returned to Sender,150,2,2.0
7353,7528,TCS,2026-04-29,2026-04-30,On Time,150,4,1.0
7354,7529,Daraz Express (DEX),2026-05-01,2026-05-02,On Time,150,3,1.0
7355,7530,Daraz Express (DEX),2026-04-30,2026-05-02,Returned to Sender,150,3,2.0
7356,7531,Daraz Express (DEX),2026-04-29,2026-05-04,On Time,250,4,5.0
7357,7533,Daraz Express (DEX),2026-04-30,2026-05-01,On Time,150,3,1.0
7358,7534,Daraz Express (DEX),2026-05-01,2026-05-04,On Time,150,5,3.0
7359,7535,Leopard Courier,2026-04-29,2026-05-01,On Time,150,4,2.0
7360,7536,TCS,2026-04-30,2026-05-02,On Time,150,5,2.0
7361,7537,Daraz Express (DEX),2026-04-30,2026-05-01,On Time,150,4,1.0
7362,7538,TCS,2026-04-29,2026-05-01,On Time,150,4,2.0
7363,7539,Daraz Express (DEX),2026-04-30,2026-05-01,On Time,150,5,1.0
7364,7540,Daraz Express (DEX),2026-04-29,2026-04-30,On Time,150,4,1.0
7365,7541,Leopard Courier,2026-05-01,2026-05-06,Delayed,150,2,5.0
7366,7542,Daraz Express (DEX),2026-05-01,2026-05-03,On Time,150,4,2.0
7367,7543,Daraz Express (DEX),2026-04-30,2026-05-01,On Time,150,4,1.0
7368,7544,Daraz Express (DEX),2026-04-30,2026-05-01,On Time,150,5,1.0
7369,7545,Daraz Express (DEX),2026-05-02,2026-05-03,On Time,150,4,1.0
7370,7546,Daraz Express (DEX),2026-05-01,2026-05-02,On Time,150,4,1.0
7371,7547,TCS,2026-05-02,2026-05-06,On Time,150,5,4.0
7372,7548,Leopard Courier,2026-05-01,2026-05-04,On Time,150,4,3.0
7373,7549,Leopard Courier,2026-05-01,2026-05-03,Returned to Sender,150,2,2.0
7374,7550,Daraz Express (DEX),2026-05-02,2026-05-03,On Time,150,5,1.0
7375,7551,Daraz Express (DEX),2026-04-30,2026-05-02,On Time,150,4,2.0
7376,7552,TCS,2026-04-30,2026-05-05,On Time,250,4,5.0
7377,7553,Daraz Express (DEX),2026-04-30,2026-05-03,On Time,150,3,3.0
7378,7554,Daraz Express (DEX),2026-05-01,2026-05-02,On Time,150,4,1.0
7379,7555,Daraz Express (DEX),2026-05-02,2026-05-03,On Time,150,5,1.0
7380,7556,Daraz Express (DEX),2026-05-03,2026-05-04,On Time,150,4,1.0
7381,7557,Leopard Courier,2026-05-02,2026-05-07,Delayed,150,4,5.0
7382,7558,Leopard Courier,2026-05-02,,On Time,150,4,
7383,7560,Leopard Courier,2026-05-02,2026-05-04,On Time,150,4,2.0
7384,7561,Daraz Express (DEX),2026-05-03,2026-05-04,On Time,150,4,1.0
7385,7562,TCS,2026-05-01,2026-05-03,On Time,150,4,2.0
7386,7563,Leopard Courier,2026-05-02,2026-05-07,Delayed,150,2,5.0
7387,7564,Leopard Courier,2026-05-01,2026-05-06,Delayed,150,3,5.0
7388,7565,Leopard Courier,2026-05-01,,On Time,150,4,
7389,7566,Daraz Express (DEX),2026-05-02,2026-05-03,On Time,150,3,1.0
7390,7567,Daraz Express (DEX),2026-05-02,2026-05-04,On Time,150,4,2.0
7391,7568,TCS,2026-05-01,2026-05-05,On Time,150,4,4.0
7392,7569,Daraz Express (DEX),2026-05-02,2026-05-03,On Time,150,5,1.0
7393,7570,TCS,2026-05-01,2026-05-05,On Time,150,4,4.0
7394,7571,Daraz Express (DEX),2026-05-02,2026-05-03,On Time,150,5,1.0
7395,7572,Daraz Express (DEX),2026-05-01,2026-05-02,On Time,150,5,1.0
7396,7573,Daraz Express (DEX),2026-05-03,2026-05-06,On Time,150,4,3.0
7397,7574,Daraz Express (DEX),2026-05-01,2026-05-03,Returned to Sender,150,2,2.0
7398,7575,TCS,2026-05-02,2026-05-04,On Time,150,4,2.0
7399,7576,TCS,2026-05-02,2026-05-04,On Time,150,5,2.0
7400,7577,Daraz Express (DEX),2026-05-03,2026-05-06,On Time,150,3,3.0
7401,7578,Leopard Courier,2026-05-01,2026-05-08,On Time,250,5,7.0
7402,7579,TCS,2026-05-01,2026-05-04,On Time,150,4,3.0
7403,7580,Daraz Express (DEX),2026-05-04,2026-05-05,On Time,150,4,1.0
7404,7581,Daraz Express (DEX),2026-05-03,2026-05-04,On Time,150,3,1.0
7405,7582,TCS,2026-05-04,2026-05-05,On Time,150,4,1.0
7406,7583,TCS,2026-05-03,2026-05-05,On Time,150,4,2.0
7407,7584,Daraz Express (DEX),2026-05-03,2026-05-04,Returned to Sender,150,1,1.0
7408,7585,Daraz Express (DEX),2026-05-04,2026-05-05,On Time,150,3,1.0
7409,7586,TCS,2026-05-03,2026-05-08,Returned to Sender,250,1,5.0
7410,7587,Daraz Express (DEX),2026-05-04,2026-05-05,Returned to Sender,150,2,1.0
7411,7588,TCS,2026-05-03,2026-05-04,On Time,150,4,1.0
7412,7589,TCS,2026-05-04,2026-05-06,On Time,150,4,2.0
7413,7590,Daraz Express (DEX),2026-05-04,2026-05-07,Returned to Sender,150,2,3.0
7414,7591,Daraz Express (DEX),2026-05-02,2026-05-03,On Time,150,4,1.0
7415,7592,Daraz Express (DEX),2026-05-02,2026-05-03,On Time,150,4,1.0
7416,7593,Daraz Express (DEX),2026-05-03,2026-05-04,On Time,150,4,1.0
7417,7594,Daraz Express (DEX),2026-05-04,2026-05-07,On Time,150,4,3.0
7418,7595,TCS,2026-05-04,2026-05-08,On Time,150,4,4.0
7419,7596,Daraz Express (DEX),2026-05-04,2026-05-05,Returned to Sender,150,3,1.0
7420,7597,TCS,2026-05-02,2026-05-07,On Time,250,4,5.0
7421,7598,TCS,2026-05-03,2026-05-08,Returned to Sender,250,2,5.0
7422,7599,Daraz Express (DEX),2026-05-02,2026-05-05,On Time,150,5,3.0
7423,7600,Daraz Express (DEX),2026-05-03,2026-05-05,Returned to Sender,150,2,2.0
7424,7601,Daraz Express (DEX),2026-05-04,2026-05-05,On Time,150,5,1.0
7425,7602,Leopard Courier,2026-05-04,2026-05-07,On Time,150,4,3.0
7426,7603,TCS,2026-05-04,2026-05-08,On Time,150,4,4.0
7427,7604,TCS,2026-05-03,2026-05-07,On Time,250,5,4.0
7428,7605,Leopard Courier,2026-05-04,2026-05-09,Delayed,150,2,5.0
7429,7606,Daraz Express (DEX),2026-05-02,2026-05-03,Returned to Sender,150,1,1.0
7430,7607,Daraz Express (DEX),2026-05-04,2026-05-06,On Time,150,5,2.0
7431,7608,Daraz Express (DEX),2026-05-03,2026-05-05,On Time,150,3,2.0
7432,7609,TCS,2026-05-04,2026-05-06,On Time,150,5,2.0
7433,7610,Daraz Express (DEX),2026-05-04,2026-05-05,On Time,150,5,1.0
7434,7611,Daraz Express (DEX),2026-05-05,2026-05-08,On Time,150,5,3.0
7435,7612,Daraz Express (DEX),2026-05-03,2026-05-04,On Time,150,4,1.0
7436,7613,Daraz Express (DEX),2026-05-03,2026-05-05,On Time,150,5,2.0
7437,7614,Daraz Express (DEX),2026-05-03,2026-05-05,On Time,150,4,2.0
7438,7615,Daraz Express (DEX),2026-05-05,2026-05-06,On Time,150,5,1.0
7439,7616,Daraz Express (DEX),2026-05-04,2026-05-05,On Time,150,4,1.0
7440,7617,TCS,2026-05-05,2026-05-07,On Time,150,4,2.0
7441,7618,Daraz Express (DEX),2026-05-05,2026-05-06,On Time,150,4,1.0
7442,7619,Leopard Courier,2026-05-05,2026-05-10,Delayed,150,3,5.0
7443,7620,Daraz Express (DEX),2026-05-05,2026-05-08,Returned to Sender,150,1,3.0
7444,7621,Daraz Express (DEX),2026-05-05,2026-05-06,On Time,150,4,1.0
7445,7622,Leopard Courier,2026-05-03,2026-05-08,Delayed,150,3,5.0
7446,7623,Daraz Express (DEX),2026-05-04,2026-05-07,On Time,150,5,3.0
7447,7624,Daraz Express (DEX),2026-05-03,2026-05-04,On Time,150,4,1.0
7448,7625,Daraz Express (DEX),2026-05-03,2026-05-04,On Time,150,4,1.0
7449,7626,Leopard Courier,2026-05-04,,On Time,250,4,
7450,7627,Daraz Express (DEX),2026-05-03,2026-05-04,On Time,150,4,1.0
7451,7628,TCS,2026-05-04,2026-05-08,On Time,150,5,4.0
7452,7629,Leopard Courier,2026-05-03,2026-05-08,On Time,250,4,5.0
7453,7630,TCS,2026-05-04,2026-05-05,On Time,150,5,1.0
7454,7631,TCS,2026-05-03,2026-05-07,On Time,150,4,4.0
7455,7632,TCS,2026-05-04,2026-05-06,On Time,150,5,2.0
7456,7633,TCS,2026-05-03,2026-05-07,On Time,150,4,4.0
7457,7635,Daraz Express (DEX),2026-05-06,2026-05-07,On Time,150,5,1.0
7458,7636,Daraz Express (DEX),2026-05-06,2026-05-08,On Time,150,5,2.0
